customer_id,full_name,tier,region,channel,email,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_code,rfm_avg,rfm_segment
CUST-1100,Adrienne Nelson,Silver,Unknown,Both,brittany60@example.net,818,2,4707.02,4,4,4,444,4.0,Champions
CUST-1058,Douglas Chavez,Bronze,Davao,Both,keithcampbell@example.net,814,1,4706.82,4,5,4,454,4.33,Champions
CUST-1125,Paula Welch,Silver,Iloilo,Both,lsantos@example.org,729,1,4549.78,3,5,4,354,4.0,Loyal Customers
CUST-1249,Destiny Allen,Bronze,NCR,Both,courtney42@example.net,718,2,4515.13,3,4,4,344,3.67,Loyal Customers
CUST-1207,Deanna Torres,Bronze,Batangas,Both,logan53@example.org,744,2,4505.72,3,4,4,344,3.67,Loyal Customers
CUST-1214,Jill Fuller,Silver,Unknown,Online,angela09@example.com,767,2,4477.98,3,4,4,344,3.67,Loyal Customers
CUST-1029,Christopher Adams,Bronze,Iloilo,Both,robertramsey@example.org,652,1,4468.12,2,5,4,254,3.67,At Risk
CUST-1137,Gregory Lopez,Bronze,Cagayan de Oro,Both,butlerjose@example.net,544,2,4309.36,1,4,4,144,3.0,At Risk
CUST-1053,Stephanie Leon,Platinum,Laguna,In-Store,zdavidson@example.org,889,1,4216.9,4,5,4,454,4.33,Champions
CUST-1142,Jessica White,Bronze,Cagayan de Oro,In-Store,elizabeth27@example.com,547,3,4193.65,1,3,4,134,2.67,At Risk
CUST-1388,Robert Smith,Silver,Davao,In-Store,zheath@example.com,747,2,4155.28,3,3,4,334,3.33,Loyal Customers
CUST-1153,Melissa Ayala,Bronze,Laguna,Online,suttongary@example.org,831,2,4122.17,4,3,4,434,3.67,Loyal Customers
CUST-1398,Blake Alvarez,Bronze,Batangas,Online,lbrewer@example.org,789,3,4118.33,4,3,4,434,3.67,Loyal Customers
CUST-1356,Alan Williams,Bronze,Iloilo,Online,theodorevaldez@example.net,637,3,4073.84,2,3,4,234,3.0,At Risk
CUST-1021,Ashley Kelly MD,Bronze,Cebu,Online,gabrielvasquez@example.com,723,2,4062.32,3,3,4,334,3.33,Loyal Customers
CUST-1079,Benjamin Perkins,Bronze,Davao,Both,florescaroline@example.org,587,2,4016.83,2,3,4,234,3.0,At Risk
CUST-1333,Michael Knight,Silver,Davao,Both,smithpamela@example.com,955,2,4015.46,5,3,4,534,4.0,Loyal Customers
CUST-1237,Leslie Lopez,Bronze,Laguna,Both,matthewdixon@example.org,666,1,4002.78,2,5,4,254,3.67,At Risk
CUST-1023,Mr. Joshua Pitts,Silver,Batangas,Online,april90@example.net,756,2,3997.95,3,3,4,334,3.33,Loyal Customers
CUST-1300,Christopher Harding,Silver,Cebu,In-Store,kristy03@example.net,639,2,3962.58,2,3,4,234,3.0,At Risk
CUST-1338,Charles Benjamin,Platinum,Batangas,In-Store,daviddavis@example.net,520,1,3953.62,1,5,4,154,3.33,At Risk
CUST-1032,Miguel Ross,Silver,Cagayan de Oro,Online,mpetty@example.org,638,1,3860.04,2,5,4,254,3.67,At Risk
CUST-1350,Pamela Vasquez,Platinum,Unknown,Online,ronald61@example.com,653,3,3812.43,2,3,4,234,3.0,At Risk
CUST-1261,Joan Lopez,Gold,Cagayan de Oro,In-Store,jacob21@example.org,1001,3,3786.59,5,3,4,534,4.0,Loyal Customers
CUST-1258,Laura Long,Bronze,Davao,Online,timothycollins@example.net,860,2,3771.24,4,3,4,434,3.67,Loyal Customers
CUST-1346,Elizabeth Taylor,Bronze,Iloilo,Both,allison07@example.net,1071,1,3752.36,5,5,4,554,4.67,Champions
CUST-1136,Brenda Riley,Platinum,Laguna,Both,matthew65@example.com,670,2,3709.36,2,3,4,234,3.0,At Risk
CUST-1328,Mark Patterson,Bronze,Davao,In-Store,amandaevans@example.org,541,1,3708.31,1,5,4,154,3.33,At Risk
CUST-1367,Charles Hardin,Bronze,Batangas,Both,sallen@example.org,1120,1,3633.68,5,5,4,554,4.67,Champions
CUST-1202,Adrian Andrews,Platinum,Iloilo,In-Store,dawn18@example.com,771,2,3610.99,3,3,4,334,3.33,Loyal Customers
CUST-1251,John Ross,Bronze,Iloilo,Both,cindy09@example.com,876,3,3610.96,4,3,4,434,3.67,Loyal Customers
CUST-1234,Cynthia Smith,Silver,Laguna,Both,jakehatfield@example.com,627,2,3549.84,2,3,4,234,3.0,At Risk
CUST-1225,Benjamin Decker,Silver,NCR,Both,rodriguezmandy@example.com,914,1,3336.66,4,5,4,454,4.33,Champions
CUST-1286,Christopher Fuller,Bronze,Batangas,Both,denisemiller@example.net,988,1,3311.88,5,5,4,554,4.67,Champions
CUST-1150,Ryan Powell,Gold,Cebu,Online,awright@example.org,1125,1,3309.46,5,5,4,554,4.67,Champions
CUST-1086,Tammy Garner,Bronze,Iloilo,In-Store,garciaphilip@example.com,963,1,3248.56,5,5,4,554,4.67,Champions
CUST-1260,Mrs. Jenna Huffman,Gold,Batangas,In-Store,meghan25@example.net,764,1,3197.04,3,5,4,354,4.0,Loyal Customers
CUST-1233,Shannon Holder,Silver,Laguna,In-Store,douglas51@example.com,1105,1,3182.88,5,5,4,554,4.67,Champions
CUST-1089,Eric Williams,Bronze,Pampanga,Both,watsonbriana@example.net,902,2,3172.15,4,4,4,444,4.0,Champions
CUST-1252,Shawn Horton,Gold,Davao,Both,benjaminandrews@example.net,590,2,3061.05,2,4,4,244,3.33,At Risk
CUST-1218,Jose Grant,Gold,Batangas,In-Store,nicholas09@example.org,1077,2,3057.96,5,4,4,544,4.33,Champions
CUST-1266,Heather Walker,Silver,Pampanga,In-Store,mmiller@example.net,698,3,2852.35,3,3,4,334,3.33,Loyal Customers
CUST-1238,Donald Allen,Gold,Cebu,Online,christina83@example.net,774,1,2782.44,3,5,4,354,4.0,Loyal Customers
CUST-1276,Tiffany Murphy,Platinum,Laguna,Both,ctravis@example.org,883,1,2761.23,4,5,4,454,4.33,Champions
CUST-1210,Rhonda David,Gold,Davao,Both,barbaramason@example.net,1115,1,2744.15,5,5,4,554,4.67,Champions
CUST-1172,William Pugh,Bronze,Cagayan de Oro,Online,evan04@example.net,621,2,2639.41,2,4,4,244,3.33,At Risk
CUST-1370,Emily Alvarez,Silver,NCR,Both,bradley67@example.org,847,1,2598.69,4,5,4,454,4.33,Champions
CUST-1382,Kimberly Thomas,Gold,Cagayan de Oro,Online,thorntonashley@example.com,1120,1,2554.03,5,5,4,554,4.67,Champions
CUST-1357,Chelsea Martinez,Bronze,Davao,In-Store,joshua50@example.com,558,3,2538.52,1,3,4,134,2.67,At Risk
CUST-1005,Janice Valentine,Gold,Cebu,Online,williamscynthia@example.net,550,2,2499.98,1,4,4,144,3.0,At Risk
CUST-1060,Chad Park,Gold,Batangas,Both,brewerjennifer@example.com,558,1,2498.37,1,5,4,154,3.33,At Risk
CUST-1081,William Leonard,Bronze,Laguna,Online,michaelday@example.org,635,2,2469.82,2,3,4,234,3.0,At Risk
CUST-1096,Eileen Becker,Silver,Davao,Both,frank78@example.net,571,1,2397.06,1,4,4,144,3.0,At Risk
CUST-1112,Kimberly Moore,Platinum,Laguna,Online,thompsondavid@example.org,869,2,2396.54,4,3,4,434,3.67,Loyal Customers
CUST-1075,Felicia House,Gold,Cebu,Online,william75@example.com,954,1,2269.14,5,5,4,554,4.67,Champions
CUST-1362,David Huff,Platinum,NCR,In-Store,mendezmichael@example.org,655,2,2223.32,2,3,5,235,3.33,At Risk
CUST-1359,Jacob Ho,Bronze,Laguna,In-Store,zjennings@example.org,1049,1,2222.62,5,5,5,555,5.0,Champions
CUST-1295,Holly Snow,Bronze,Cebu,Online,danielle65@example.com,839,2,2185.15,4,3,5,435,4.0,Loyal Customers
CUST-1148,John Leonard,Gold,Davao,Both,tiffany56@example.org,591,1,2154.82,2,4,5,245,3.67,At Risk
CUST-1116,Holly Roberts,Bronze,Pampanga,Both,johnsonbrenda@example.org,580,1,1989.79,2,4,5,245,3.67,At Risk
CUST-1145,Emily Lane,Bronze,Cagayan de Oro,Online,jason06@example.net,632,2,1964.47,2,3,5,235,3.33,At Risk
CUST-1379,Briana Thompson,Bronze,Batangas,In-Store,jacksonnatalie@example.net,723,2,1893.37,3,3,5,335,3.67,Loyal Customers
CUST-1274,Jeffrey Velasquez,Platinum,Davao,In-Store,whiterachel@example.com,931,1,1817.92,4,4,5,445,4.33,Champions
CUST-1211,John Solis MD,Bronze,Iloilo,In-Store,kellygabriel@example.net,915,1,1763.82,4,4,5,445,4.33,Champions
CUST-1226,Stephen Stafford,Gold,Iloilo,Both,alec50@example.com,819,1,1751.76,4,4,5,445,4.33,Champions
CUST-1133,John Little,Bronze,Davao,Online,daviskevin@example.org,909,1,1751.06,4,4,5,445,4.33,Champions
CUST-1253,David Peterson,Silver,Batangas,Both,tanyasmith@example.net,930,1,1741.16,4,4,5,445,4.33,Champions
CUST-1273,Elizabeth King,Bronze,Iloilo,In-Store,ingramraymond@example.com,831,2,1725.96,4,3,5,435,4.0,Loyal Customers
CUST-1057,Theresa Nguyen,Silver,Laguna,Online,fitzpatrickalexis@example.org,931,1,1699.91,4,4,5,445,4.33,Champions
CUST-1185,Sharon Medina,Silver,Laguna,Both,samantha01@example.com,872,1,1667.41,4,4,5,445,4.33,Champions
CUST-1132,Andrew Brooks,Platinum,Batangas,Online,christina43@example.com,707,1,1663.96,3,4,5,345,4.0,Loyal Customers
CUST-1009,Joshua Roberts,Bronze,Batangas,In-Store,andrewtucker@example.org,521,1,1629.74,1,4,5,145,3.33,At Risk
CUST-1310,Christopher Cole,Gold,Iloilo,In-Store,jramos@example.org,998,1,1583.36,5,4,5,545,4.67,Champions
CUST-1135,Laura Taylor,Gold,Cebu,Online,martinjackson@example.net,902,1,1573.72,4,4,5,445,4.33,Champions
CUST-1043,John Smith,Platinum,Laguna,In-Store,stevensonmadison@example.com,991,1,1570.08,5,4,5,545,4.67,Champions
CUST-1187,Renee Richardson,Platinum,Batangas,Both,hernandezkeith@example.net,539,2,1562.12,1,3,5,135,3.0,At Risk
CUST-1108,Ryan Whitehead,Silver,Iloilo,Both,boonerandall@example.org,1092,1,1489.85,5,4,5,545,4.67,Champions
CUST-1177,Natalie Cruz,Gold,Batangas,Both,fadams@example.com,888,1,1485.12,4,4,5,445,4.33,Champions
CUST-1026,Brandon Harris,Bronze,Iloilo,Online,fperez@example.net,553,1,1426.75,1,4,5,145,3.33,At Risk
CUST-1102,Debbie Allen,Silver,Iloilo,Online,delacruztanner@example.org,1028,1,1354.5,5,4,5,545,4.67,Champions
CUST-1393,Felicia Park,Gold,Iloilo,Both,xsalas@example.net,675,1,1332.35,3,4,5,345,4.0,Loyal Customers
CUST-1147,Ashley Griffin,Bronze,Cebu,Both,ymoss@example.com,700,2,1275.19,3,3,5,335,3.67,Loyal Customers
CUST-1044,Brian Gomez,Silver,Cagayan de Oro,Both,scottrobert@example.com,856,1,1249.4,4,4,5,445,4.33,Champions
CUST-1254,Amanda Douglas,Silver,Cebu,Online,lfox@example.net,527,2,1227.14,1,3,5,135,3.0,At Risk
CUST-1047,James Richardson,Bronze,NCR,Both,curtishuynh@example.net,858,1,1204.29,4,4,5,445,4.33,Champions
CUST-1220,Mrs. Briana Martin DDS,Gold,Laguna,Both,nancybates@example.org,592,1,1195.16,2,4,5,245,3.67,At Risk
CUST-1349,Anita Norton,Gold,Cagayan de Oro,In-Store,dylanwalter@example.org,878,1,1179.56,4,4,5,445,4.33,Champions
CUST-1161,Holly Chen,Bronze,NCR,In-Store,cmcbride@example.net,1067,1,1166.23,5,4,5,545,4.67,Champions
CUST-1168,Ronald Morris,Platinum,Davao,Both,ashley89@example.net,807,1,1153.8,4,4,5,445,4.33,Champions
CUST-1006,Mary Hernandez,Platinum,Cagayan de Oro,Online,smithtodd@example.com,618,1,1093.21,2,4,5,245,3.67,At Risk
CUST-1255,James Franco,Gold,Laguna,In-Store,campbellaaron@example.org,894,1,1089.12,4,4,5,445,4.33,Champions
CUST-1204,Colin Heath,Silver,Laguna,Online,kathywebb@example.org,957,1,1088.16,5,4,5,545,4.67,Champions
CUST-1022,Brian Schultz,Platinum,NCR,Both,jameslittle@example.org,547,1,1058.47,1,4,5,145,3.33,At Risk
CUST-1347,Jessica Hall,Bronze,Cagayan de Oro,Both,kristenlowery@example.com,876,1,1052.14,4,4,5,445,4.33,Champions
CUST-1341,Brian Cook,Silver,Batangas,In-Store,ebryan@example.com,725,1,1023.45,3,4,5,345,4.0,Loyal Customers
CUST-1208,Jamie Smith,Bronze,Cagayan de Oro,Both,zwest@example.org,657,2,1013.3,2,3,5,235,3.33,At Risk
CUST-1152,Melanie Thompson,Silver,Pampanga,Both,morriscarla@example.net,531,2,961.96,1,3,5,135,3.0,At Risk
CUST-1003,Curtis Castro,Silver,Davao,Online,ilarson@example.org,818,1,931.23,4,4,5,445,4.33,Champions
CUST-1301,Steven Davis,Bronze,Laguna,In-Store,amberfields@example.org,1011,1,924.27,5,4,5,545,4.67,Champions
CUST-1181,Robert Sullivan,Gold,Batangas,Online,toddcunningham@example.net,1022,1,885.81,5,5,5,555,5.0,Champions
CUST-1098,Brenda Harris,Bronze,Cebu,In-Store,hbutler@example.net,1014,1,881.54,5,5,5,555,5.0,Champions
CUST-1176,Daniel Anderson,Bronze,Pampanga,In-Store,goodwinkelly@example.com,1117,1,824.08,5,5,5,555,5.0,Champions
CUST-1017,Maria Schneider,Bronze,Cebu,In-Store,matthew63@example.net,991,1,785.21,5,5,5,555,5.0,Champions
CUST-1094,Belinda Young,Platinum,Davao,In-Store,ncarr@example.org,751,1,779.38,3,5,5,355,4.33,Loyal Customers
CUST-1109,Tanya Washington,Gold,Batangas,Both,richardcampbell@example.com,949,1,744.04,5,5,5,555,5.0,Champions
CUST-1390,Olivia Bowers,Silver,Batangas,Online,johnalvarez@example.org,667,1,696.08,2,5,5,255,4.0,At Risk
CUST-1345,Jason Hurley,Silver,Cagayan de Oro,Online,jason46@example.net,980,1,587.03,5,5,5,555,5.0,Champions
CUST-1062,Thomas Wong,Platinum,Batangas,Both,gibbssteven@example.net,609,1,584.64,2,5,5,255,4.0,At Risk
CUST-1270,Kristopher Thomas,Bronze,NCR,Both,amanda52@example.net,979,1,579.81,5,5,5,555,5.0,Champions
CUST-1095,Stephanie Landry,Silver,Cagayan de Oro,Both,kelly46@example.net,1102,1,578.69,5,5,5,555,5.0,Champions
CUST-1156,Benjamin Lucas,Bronze,Davao,Both,velezjohn@example.org,711,1,551.05,3,5,5,355,4.33,Loyal Customers
CUST-1138,Luis Robinson,Bronze,Cebu,In-Store,nicole19@example.org,784,1,510.37,3,5,5,355,4.33,Loyal Customers
CUST-1076,Amanda Collins,Gold,Batangas,Online,sarah72@example.org,913,1,465.92,4,5,5,455,4.67,Champions
CUST-1376,Audrey Rodriguez,Bronze,Iloilo,Online,nolandoris@example.com,828,1,463.32,4,5,5,455,4.67,Champions
CUST-1322,Mark Rodriguez,Bronze,Laguna,Online,johndavis@example.org,642,1,450.95,2,5,5,255,4.0,At Risk
CUST-1316,Lawrence Santana,Bronze,Cebu,Online,mwilkerson@example.org,596,1,431.93,2,5,5,255,4.0,At Risk
CUST-1014,Manuel Sweeney,Gold,Iloilo,Both,colemegan@example.com,1149,1,410.98,5,5,5,555,5.0,Champions
CUST-1377,Katherine Smith,Gold,Davao,In-Store,eric67@example.org,641,1,398.2,2,5,5,255,4.0,At Risk
CUST-1063,Diamond Pena,Bronze,Cagayan de Oro,Both,gwilliams@example.org,910,1,349.36,4,5,5,455,4.67,Champions
CUST-1169,Marcus Jensen,Bronze,Laguna,Both,robert78@example.net,963,1,340.33,5,5,5,555,5.0,Champions
