customer_id,full_name,email,tier,region,channel,total_orders,total_spent,last_order_date,days_since_order,first_order_date,churn_status
CUST-1046,Cody Anderson,nrose@example.net,Platinum,Laguna,In-Store,2,4856.26,2024-08-18,561,2023-06-09,At Risk
CUST-1287,Jennifer Duran,nhaley@example.org,Bronze,Laguna,In-Store,3,4817.14,2024-07-20,590,2024-01-17,At Risk
CUST-1090,Maria Dennis,annawilliams@example.net,Bronze,Cebu,In-Store,3,4711.7,2024-08-14,565,2023-10-15,At Risk
CUST-1100,Adrienne Nelson,brittany60@example.net,Silver,Unknown,Both,2,4707.02,2023-12-05,818,2023-03-02,At Risk
CUST-1058,Douglas Chavez,keithcampbell@example.net,Bronze,Davao,Both,1,4706.82,2023-12-09,814,2023-12-09,Slipping Away
CUST-1125,Paula Welch,lsantos@example.org,Silver,Iloilo,Both,1,4549.78,2024-03-03,729,2024-03-03,Slipping Away
CUST-1249,Destiny Allen,courtney42@example.net,Bronze,NCR,Both,2,4515.13,2024-03-14,718,2023-03-05,At Risk
CUST-1207,Deanna Torres,logan53@example.org,Bronze,Batangas,Both,2,4505.72,2024-02-17,744,2023-03-07,At Risk
CUST-1214,Jill Fuller,angela09@example.com,Silver,Unknown,Online,2,4477.98,2024-01-25,767,2023-03-17,At Risk
CUST-1029,Christopher Adams,robertramsey@example.org,Bronze,Iloilo,Both,1,4468.12,2024-05-19,652,2024-05-19,Slipping Away
CUST-1137,Gregory Lopez,butlerjose@example.net,Bronze,Cagayan de Oro,Both,2,4309.36,2024-09-04,544,2024-02-24,At Risk
CUST-1053,Stephanie Leon,zdavidson@example.org,Platinum,Laguna,In-Store,1,4216.9,2023-09-25,889,2023-09-25,Slipping Away
CUST-1142,Jessica White,elizabeth27@example.com,Bronze,Cagayan de Oro,In-Store,3,4193.65,2024-09-01,547,2023-07-31,At Risk
CUST-1388,Robert Smith,zheath@example.com,Silver,Davao,In-Store,2,4155.28,2024-02-14,747,2024-02-03,At Risk
CUST-1153,Melissa Ayala,suttongary@example.org,Bronze,Laguna,Online,2,4122.17,2023-11-22,831,2023-03-22,At Risk
CUST-1398,Blake Alvarez,lbrewer@example.org,Bronze,Batangas,Online,3,4118.33,2024-01-03,789,2023-04-09,At Risk
CUST-1356,Alan Williams,theodorevaldez@example.net,Bronze,Iloilo,Online,3,4073.84,2024-06-03,637,2023-03-12,At Risk
CUST-1021,Ashley Kelly MD,gabrielvasquez@example.com,Bronze,Cebu,Online,2,4062.32,2024-03-09,723,2023-08-12,At Risk
CUST-1079,Benjamin Perkins,florescaroline@example.org,Bronze,Davao,Both,2,4016.83,2024-07-23,587,2024-07-12,At Risk
CUST-1333,Michael Knight,smithpamela@example.com,Silver,Davao,Both,2,4015.46,2023-07-21,955,2023-02-03,At Risk
CUST-1237,Leslie Lopez,matthewdixon@example.org,Bronze,Laguna,Both,1,4002.78,2024-05-05,666,2024-05-05,Slipping Away
CUST-1023,Mr. Joshua Pitts,april90@example.net,Silver,Batangas,Online,2,3997.95,2024-02-05,756,2023-06-25,At Risk
CUST-1300,Christopher Harding,kristy03@example.net,Silver,Cebu,In-Store,2,3962.58,2024-06-01,639,2023-05-21,At Risk
CUST-1338,Charles Benjamin,daviddavis@example.net,Platinum,Batangas,In-Store,1,3953.62,2024-09-28,520,2024-09-28,Slipping Away
CUST-1032,Miguel Ross,mpetty@example.org,Silver,Cagayan de Oro,Online,1,3860.04,2024-06-02,638,2024-06-02,Slipping Away
CUST-1350,Pamela Vasquez,ronald61@example.com,Platinum,Unknown,Online,3,3812.43,2024-05-18,653,2023-05-19,At Risk
CUST-1261,Joan Lopez,jacob21@example.org,Gold,Cagayan de Oro,In-Store,3,3786.59,2023-06-05,1001,2023-05-01,At Risk
CUST-1258,Laura Long,timothycollins@example.net,Bronze,Davao,Online,2,3771.24,2023-10-24,860,2023-09-26,At Risk
CUST-1346,Elizabeth Taylor,allison07@example.net,Bronze,Iloilo,Both,1,3752.36,2023-03-27,1071,2023-03-27,Slipping Away
CUST-1136,Brenda Riley,matthew65@example.com,Platinum,Laguna,Both,2,3709.36,2024-05-01,670,2023-10-04,At Risk
CUST-1328,Mark Patterson,amandaevans@example.org,Bronze,Davao,In-Store,1,3708.31,2024-09-07,541,2024-09-07,Slipping Away
CUST-1367,Charles Hardin,sallen@example.org,Bronze,Batangas,Both,1,3633.68,2023-02-06,1120,2023-02-06,Slipping Away
CUST-1202,Adrian Andrews,dawn18@example.com,Platinum,Iloilo,In-Store,2,3610.99,2024-01-21,771,2023-02-19,At Risk
CUST-1251,John Ross,cindy09@example.com,Bronze,Iloilo,Both,3,3610.96,2023-10-08,876,2023-04-20,At Risk
CUST-1234,Cynthia Smith,jakehatfield@example.com,Silver,Laguna,Both,2,3549.84,2024-06-13,627,2023-06-02,At Risk
CUST-1225,Benjamin Decker,rodriguezmandy@example.com,Silver,NCR,Both,1,3336.66,2023-08-31,914,2023-08-31,Slipping Away
CUST-1286,Christopher Fuller,denisemiller@example.net,Bronze,Batangas,Both,1,3311.88,2023-06-18,988,2023-06-18,Slipping Away
CUST-1150,Ryan Powell,awright@example.org,Gold,Cebu,Online,1,3309.46,2023-02-01,1125,2023-02-01,Slipping Away
CUST-1086,Tammy Garner,garciaphilip@example.com,Bronze,Iloilo,In-Store,1,3248.56,2023-07-13,963,2023-07-13,Slipping Away
CUST-1260,Mrs. Jenna Huffman,meghan25@example.net,Gold,Batangas,In-Store,1,3197.04,2024-01-28,764,2024-01-28,Slipping Away
CUST-1233,Shannon Holder,douglas51@example.com,Silver,Laguna,In-Store,1,3182.88,2023-02-21,1105,2023-02-21,Slipping Away
CUST-1089,Eric Williams,watsonbriana@example.net,Bronze,Pampanga,Both,2,3172.15,2023-09-12,902,2023-04-30,At Risk
CUST-1252,Shawn Horton,benjaminandrews@example.net,Gold,Davao,Both,2,3061.05,2024-07-20,590,2023-02-16,At Risk
CUST-1218,Jose Grant,nicholas09@example.org,Gold,Batangas,In-Store,2,3057.96,2023-03-21,1077,2023-03-10,At Risk
CUST-1266,Heather Walker,mmiller@example.net,Silver,Pampanga,In-Store,3,2852.35,2024-04-03,698,2023-06-25,At Risk
CUST-1238,Donald Allen,christina83@example.net,Gold,Cebu,Online,1,2782.44,2024-01-18,774,2024-01-18,Slipping Away
CUST-1276,Tiffany Murphy,ctravis@example.org,Platinum,Laguna,Both,1,2761.23,2023-10-01,883,2023-10-01,Slipping Away
CUST-1210,Rhonda David,barbaramason@example.net,Gold,Davao,Both,1,2744.15,2023-02-11,1115,2023-02-11,Slipping Away
CUST-1172,William Pugh,evan04@example.net,Bronze,Cagayan de Oro,Online,2,2639.41,2024-06-19,621,2023-08-15,At Risk
CUST-1370,Emily Alvarez,bradley67@example.org,Silver,NCR,Both,1,2598.69,2023-11-06,847,2023-11-06,Slipping Away
CUST-1382,Kimberly Thomas,thorntonashley@example.com,Gold,Cagayan de Oro,Online,1,2554.03,2023-02-06,1120,2023-02-06,Slipping Away
CUST-1357,Chelsea Martinez,joshua50@example.com,Bronze,Davao,In-Store,3,2538.52,2024-08-21,558,2023-03-06,At Risk
CUST-1005,Janice Valentine,williamscynthia@example.net,Gold,Cebu,Online,2,2499.98,2024-08-29,550,2023-11-03,At Risk
CUST-1060,Chad Park,brewerjennifer@example.com,Gold,Batangas,Both,1,2498.37,2024-08-21,558,2024-08-21,Slipping Away
CUST-1081,William Leonard,michaelday@example.org,Bronze,Laguna,Online,2,2469.82,2024-06-05,635,2023-01-30,At Risk
CUST-1096,Eileen Becker,frank78@example.net,Silver,Davao,Both,1,2397.06,2024-08-08,571,2024-08-08,Slipping Away
CUST-1112,Kimberly Moore,thompsondavid@example.org,Platinum,Laguna,Online,2,2396.54,2023-10-15,869,2023-02-15,At Risk
CUST-1075,Felicia House,william75@example.com,Gold,Cebu,Online,1,2269.14,2023-07-22,954,2023-07-22,Slipping Away
CUST-1362,David Huff,mendezmichael@example.org,Platinum,NCR,In-Store,2,2223.32,2024-05-16,655,2023-03-13,At Risk
CUST-1359,Jacob Ho,zjennings@example.org,Bronze,Laguna,In-Store,1,2222.62,2023-04-18,1049,2023-04-18,Slipping Away
CUST-1295,Holly Snow,danielle65@example.com,Bronze,Cebu,Online,2,2185.15,2023-11-14,839,2023-05-31,At Risk
CUST-1148,John Leonard,tiffany56@example.org,Gold,Davao,Both,1,2154.82,2024-07-19,591,2024-07-19,Slipping Away
CUST-1116,Holly Roberts,johnsonbrenda@example.org,Bronze,Pampanga,Both,1,1989.79,2024-07-30,580,2024-07-30,Slipping Away
CUST-1145,Emily Lane,jason06@example.net,Bronze,Cagayan de Oro,Online,2,1964.47,2024-06-08,632,2024-01-25,At Risk
CUST-1379,Briana Thompson,jacksonnatalie@example.net,Bronze,Batangas,In-Store,2,1893.37,2024-03-09,723,2023-05-28,At Risk
CUST-1274,Jeffrey Velasquez,whiterachel@example.com,Platinum,Davao,In-Store,1,1817.92,2023-08-14,931,2023-08-14,Slipping Away
CUST-1211,John Solis MD,kellygabriel@example.net,Bronze,Iloilo,In-Store,1,1763.82,2023-08-30,915,2023-08-30,Slipping Away
CUST-1226,Stephen Stafford,alec50@example.com,Gold,Iloilo,Both,1,1751.76,2023-12-04,819,2023-12-04,Slipping Away
CUST-1133,John Little,daviskevin@example.org,Bronze,Davao,Online,1,1751.06,2023-09-05,909,2023-09-05,Slipping Away
CUST-1253,David Peterson,tanyasmith@example.net,Silver,Batangas,Both,1,1741.16,2023-08-15,930,2023-08-15,Slipping Away
CUST-1273,Elizabeth King,ingramraymond@example.com,Bronze,Iloilo,In-Store,2,1725.96,2023-11-22,831,2023-02-12,At Risk
CUST-1057,Theresa Nguyen,fitzpatrickalexis@example.org,Silver,Laguna,Online,1,1699.91,2023-08-14,931,2023-08-14,Slipping Away
CUST-1185,Sharon Medina,samantha01@example.com,Silver,Laguna,Both,1,1667.41,2023-10-12,872,2023-10-12,Slipping Away
CUST-1132,Andrew Brooks,christina43@example.com,Platinum,Batangas,Online,1,1663.96,2024-03-25,707,2024-03-25,Slipping Away
CUST-1009,Joshua Roberts,andrewtucker@example.org,Bronze,Batangas,In-Store,1,1629.74,2024-09-27,521,2024-09-27,Slipping Away
CUST-1310,Christopher Cole,jramos@example.org,Gold,Iloilo,In-Store,1,1583.36,2023-06-08,998,2023-06-08,Slipping Away
CUST-1135,Laura Taylor,martinjackson@example.net,Gold,Cebu,Online,1,1573.72,2023-09-12,902,2023-09-12,Slipping Away
CUST-1043,John Smith,stevensonmadison@example.com,Platinum,Laguna,In-Store,1,1570.08,2023-06-15,991,2023-06-15,Slipping Away
CUST-1187,Renee Richardson,hernandezkeith@example.net,Platinum,Batangas,Both,2,1562.12,2024-09-09,539,2023-01-10,At Risk
CUST-1108,Ryan Whitehead,boonerandall@example.org,Silver,Iloilo,Both,1,1489.85,2023-03-06,1092,2023-03-06,Slipping Away
CUST-1177,Natalie Cruz,fadams@example.com,Gold,Batangas,Both,1,1485.12,2023-09-26,888,2023-09-26,Slipping Away
CUST-1026,Brandon Harris,fperez@example.net,Bronze,Iloilo,Online,1,1426.75,2024-08-26,553,2024-08-26,Slipping Away
CUST-1102,Debbie Allen,delacruztanner@example.org,Silver,Iloilo,Online,1,1354.5,2023-05-09,1028,2023-05-09,Slipping Away
CUST-1393,Felicia Park,xsalas@example.net,Gold,Iloilo,Both,1,1332.35,2024-04-26,675,2024-04-26,Slipping Away
CUST-1147,Ashley Griffin,ymoss@example.com,Bronze,Cebu,Both,2,1275.19,2024-04-01,700,2023-04-02,At Risk
CUST-1044,Brian Gomez,scottrobert@example.com,Silver,Cagayan de Oro,Both,1,1249.4,2023-10-28,856,2023-10-28,Slipping Away
CUST-1254,Amanda Douglas,lfox@example.net,Silver,Cebu,Online,2,1227.14,2024-09-21,527,2024-01-03,At Risk
CUST-1047,James Richardson,curtishuynh@example.net,Bronze,NCR,Both,1,1204.29,2023-10-26,858,2023-10-26,Slipping Away
CUST-1220,Mrs. Briana Martin DDS,nancybates@example.org,Gold,Laguna,Both,1,1195.16,2024-07-18,592,2024-07-18,Slipping Away
CUST-1349,Anita Norton,dylanwalter@example.org,Gold,Cagayan de Oro,In-Store,1,1179.56,2023-10-06,878,2023-10-06,Slipping Away
CUST-1161,Holly Chen,cmcbride@example.net,Bronze,NCR,In-Store,1,1166.23,2023-03-31,1067,2023-03-31,Slipping Away
CUST-1168,Ronald Morris,ashley89@example.net,Platinum,Davao,Both,1,1153.8,2023-12-16,807,2023-12-16,Slipping Away
CUST-1006,Mary Hernandez,smithtodd@example.com,Platinum,Cagayan de Oro,Online,1,1093.21,2024-06-22,618,2024-06-22,Slipping Away
CUST-1255,James Franco,campbellaaron@example.org,Gold,Laguna,In-Store,1,1089.12,2023-09-20,894,2023-09-20,Slipping Away
CUST-1204,Colin Heath,kathywebb@example.org,Silver,Laguna,Online,1,1088.16,2023-07-19,957,2023-07-19,Slipping Away
CUST-1022,Brian Schultz,jameslittle@example.org,Platinum,NCR,Both,1,1058.47,2024-09-01,547,2024-09-01,Slipping Away
CUST-1347,Jessica Hall,kristenlowery@example.com,Bronze,Cagayan de Oro,Both,1,1052.14,2023-10-08,876,2023-10-08,Slipping Away
CUST-1341,Brian Cook,ebryan@example.com,Silver,Batangas,In-Store,1,1023.45,2024-03-07,725,2024-03-07,Slipping Away
CUST-1208,Jamie Smith,zwest@example.org,Bronze,Cagayan de Oro,Both,2,1013.3,2024-05-14,657,2023-03-15,At Risk
CUST-1152,Melanie Thompson,morriscarla@example.net,Silver,Pampanga,Both,2,961.96,2024-09-17,531,2023-12-02,At Risk
CUST-1003,Curtis Castro,ilarson@example.org,Silver,Davao,Online,1,931.23,2023-12-05,818,2023-12-05,Slipping Away
CUST-1301,Steven Davis,amberfields@example.org,Bronze,Laguna,In-Store,1,924.27,2023-05-26,1011,2023-05-26,Slipping Away
CUST-1181,Robert Sullivan,toddcunningham@example.net,Gold,Batangas,Online,1,885.81,2023-05-15,1022,2023-05-15,Slipping Away
CUST-1098,Brenda Harris,hbutler@example.net,Bronze,Cebu,In-Store,1,881.54,2023-05-23,1014,2023-05-23,Slipping Away
CUST-1176,Daniel Anderson,goodwinkelly@example.com,Bronze,Pampanga,In-Store,1,824.08,2023-02-09,1117,2023-02-09,Slipping Away
CUST-1017,Maria Schneider,matthew63@example.net,Bronze,Cebu,In-Store,1,785.21,2023-06-15,991,2023-06-15,Slipping Away
CUST-1094,Belinda Young,ncarr@example.org,Platinum,Davao,In-Store,1,779.38,2024-02-10,751,2024-02-10,Slipping Away
CUST-1109,Tanya Washington,richardcampbell@example.com,Gold,Batangas,Both,1,744.04,2023-07-27,949,2023-07-27,Slipping Away
CUST-1390,Olivia Bowers,johnalvarez@example.org,Silver,Batangas,Online,1,696.08,2024-05-04,667,2024-05-04,Slipping Away
CUST-1345,Jason Hurley,jason46@example.net,Silver,Cagayan de Oro,Online,1,587.03,2023-06-26,980,2023-06-26,Slipping Away
CUST-1062,Thomas Wong,gibbssteven@example.net,Platinum,Batangas,Both,1,584.64,2024-07-01,609,2024-07-01,Slipping Away
CUST-1270,Kristopher Thomas,amanda52@example.net,Bronze,NCR,Both,1,579.81,2023-06-27,979,2023-06-27,Slipping Away
CUST-1095,Stephanie Landry,kelly46@example.net,Silver,Cagayan de Oro,Both,1,578.69,2023-02-24,1102,2023-02-24,Slipping Away
CUST-1156,Benjamin Lucas,velezjohn@example.org,Bronze,Davao,Both,1,551.05,2024-03-21,711,2024-03-21,Slipping Away
CUST-1138,Luis Robinson,nicole19@example.org,Bronze,Cebu,In-Store,1,510.37,2024-01-08,784,2024-01-08,Slipping Away
CUST-1076,Amanda Collins,sarah72@example.org,Gold,Batangas,Online,1,465.92,2023-09-01,913,2023-09-01,Slipping Away
CUST-1376,Audrey Rodriguez,nolandoris@example.com,Bronze,Iloilo,Online,1,463.32,2023-11-25,828,2023-11-25,Slipping Away
CUST-1322,Mark Rodriguez,johndavis@example.org,Bronze,Laguna,Online,1,450.95,2024-05-29,642,2024-05-29,Slipping Away
CUST-1316,Lawrence Santana,mwilkerson@example.org,Bronze,Cebu,Online,1,431.93,2024-07-14,596,2024-07-14,Slipping Away
CUST-1014,Manuel Sweeney,colemegan@example.com,Gold,Iloilo,Both,1,410.98,2023-01-08,1149,2023-01-08,Slipping Away
CUST-1377,Katherine Smith,eric67@example.org,Gold,Davao,In-Store,1,398.2,2024-05-30,641,2024-05-30,Slipping Away
CUST-1063,Diamond Pena,gwilliams@example.org,Bronze,Cagayan de Oro,Both,1,349.36,2023-09-04,910,2023-09-04,Slipping Away
CUST-1169,Marcus Jensen,robert78@example.net,Bronze,Laguna,Both,1,340.33,2023-07-13,963,2023-07-13,Slipping Away
